INSERT INTO public.car_info (brand, model, body_style, engine_capacity, engine_power, gear_box, fuel, color, price_per_day) VALUES
('Porsche', 'Boxster', 'Kabrio', 2.6, 85, 'manuálna', 'LPG', 'zelená', 114),
('Porsche', 'Boxster', 'Kabrio', 2.9, 133, 'automatická', 'benzín', 'modrá', 110),
('Porsche', '718 Cayman', 'Coupe', 3.5, 141, 'automatická', 'benzín', 'èierna', 36),
('Porsche', '718 Cayman', 'Coupe', 2.1, 206, 'automatická', 'benzín', 'biela', 53),
('Porsche', '718 Cayman', 'Coupe', 2.8, 131, 'manuálna', 'LPG', 'karbónová', 43),
('Porsche', '718 Cayman', 'Coupe', 3.3, 124, 'manuálna', 'LPG', 'tmavomodrá', 88),
('Porsche', '718 Cayman', 'Coupe', 2, 259, 'automatická', 'diesel', 'zlatá', 33),
('Porsche', '718 Boxster', 'Kabrio', 3.5, 95, 'automatická', 'LPG', 'modrá', 63),
('Porsche', '718 Boxster', 'Kabrio', 2, 223, 'automatická', 'benzín', 'žltá', 42),
('Porsche', '718 Boxster', 'Kabrio', 3.6, 217, 'manuálna', 'benzín', 'biela', 60),
('Porsche', '718 Boxster', 'Kabrio', 2.8, 88, 'automatická', 'benzín', 'hnedá', 52),
('Porsche', '718 Boxster', 'Kabrio', 2.7, 95, 'manuálna', 'LPG', 'tyrkysová', 44),
('Porsche', '968', 'Coupe', 3.1, 128, 'manuálna', 'benzín', 'žltá', 89),
('Porsche', '968', 'Coupe', 2.4, 140, 'automatická', 'LPG', 'modrá', 26),
('Porsche', '968', 'Coupe', 3.1, 214, 'automatická', 'benzín', 'èierna', 26),
('Porsche', '968', 'Coupe', 2.3, 175, 'manuálna', 'benzín', 'modrá', 42),
('Porsche', '968', 'Coupe', 2.8, 212, 'manuálna', 'benzín', 'hnedá', 80),
('Porsche', '928', 'Hatchback', 3.2, 222, 'manuálna', 'benzín', 'bronzová', 67),
('Porsche', '928', 'Hatchback', 3, 180, 'automatická', 'LPG', 'èierna', 23),
('Porsche', '928', 'Hatchback', 3.1, 196, 'manuálna', 'diesel', 'zelená', 110),
('Porsche', '928', 'Hatchback', 3.4, 168, 'manuálna', 'benzín', 'modrá', 115),
('Porsche', '928', 'Hatchback', 3.2, 262, 'automatická', 'diesel', 'žltá', 60),
('Porsche', '911', 'Coupe', 3.2, 182, 'automatická', 'benzín', 'tmavomodrá', 80),
('Porsche', '911', 'Coupe', 2.2, 114, 'automatická', 'diesel', 'strieborná', 102),
('Porsche', '911', 'Coupe', 2.6, 163, 'manuálna', 'benzín', 'modrá', 21),
('Porsche', '911', 'Coupe', 2.9, 255, 'automatická', 'diesel', 'hnedá', 60),
('Porsche', '911', 'Coupe', 3.4, 264, 'manuálna', 'diesel', 'hnedá', 84),
('Pontiac', 'Vibe', 'Kombi', 2.7, 104, 'automatická', 'diesel', 'sivá', 51),
('Pontiac', 'Vibe', 'Kombi', 2.9, 149, 'manuálna', 'LPG', 'zelená', 94),
('Pontiac', 'Vibe', 'Kombi', 3.5, 171, 'manuálna', 'diesel', 'tyrkysová', 89),
('Pontiac', 'Vibe', 'Kombi', 2.9, 132, 'automatická', 'LPG', 'modrá', 70),
('Pontiac', 'Vibe', 'Kombi', 2.2, 126, 'manuálna', 'benzín', 'bordová', 26),
('Pontiac', 'Trans Sport', 'Van/Minivan', 2.1, 179, 'automatická', 'diesel', 'hnedá', 99),
('Pontiac', 'Trans Sport', 'Van/Minivan', 3.1, 151, 'automatická', 'LPG', 'biela', 24),
('Pontiac', 'Trans Sport', 'Van/Minivan', 2.6, 277, 'manuálna', 'LPG', 'sivá', 46),
('Pontiac', 'Trans Sport', 'Van/Minivan', 3.1, 98, 'manuálna', 'LPG', 'zlatá', 50),
('Pontiac', 'Trans Sport', 'Van/Minivan', 2, 113, 'manuálna', 'diesel', 'tmavomodrá', 67),
('Pontiac', 'Torrent', 'SUV', 3.5, 191, 'manuálna', 'diesel', 'zelená', 100),
('Pontiac', 'Torrent', 'SUV', 2.8, 149, 'automatická', 'LPG', 'zelená', 22),
('Pontiac', 'Torrent', 'SUV', 3.5, 86, 'manuálna', 'benzín', 'zelená', 67),
('Pontiac', 'Torrent', 'SUV', 2.6, 134, 'automatická', 'diesel', 'zlatá', 34),
('Pontiac', 'Torrent', 'SUV', 3.5, 86, 'automatická', 'LPG', 'modrá', 28),
('Pontiac', 'Sunfire', 'Coupe', 2, 132, 'automatická', 'benzín', 'hnedá', 55),
('Pontiac', 'Sunfire', 'Coupe', 3.4, 246, 'automatická', 'LPG', 'oranžová', 90),
('Pontiac', 'Sunfire', 'Coupe', 2.3, 96, 'automatická', 'benzín', 'sivá', 83),
('Pontiac', 'Sunfire', 'Coupe', 3.6, 260, 'automatická', 'benzín', 'modrá', 67),
('Pontiac', 'Sunfire', 'Coupe', 3, 227, 'manuálna', 'benzín', 'èierna', 65),
('Pontiac', 'Sunbird', 'Sedan', 2.2, 139, 'manuálna', 'diesel', 'karbónová', 75),
('Pontiac', 'Sunbird', 'Sedan', 2.1, 258, 'automatická', 'benzín', 'sivá', 33),
('Pontiac', 'Sunbird', 'Sedan', 2.8, 234, 'manuálna', 'diesel', 'žltá', 110),
('Pontiac', 'Sunbird', 'Sedan', 2.3, 153, 'manuálna', 'benzín', 'oranžová', 80),
('Pontiac', 'Sunbird', 'Sedan', 2.2, 114, 'manuálna', 'diesel', 'èierna', 120),
('Pontiac', 'Solstice', 'Kabrio', 2.3, 203, 'manuálna', 'LPG', 'hnedá', 103),
('Pontiac', 'Solstice', 'Kabrio', 2.3, 161, 'automatická', 'diesel', 'oranžová', 106),
('Pontiac', 'Solstice', 'Kabrio', 3.1, 209, 'automatická', 'LPG', 'tyrkysová', 85),
('Pontiac', 'Solstice', 'Kabrio', 3, 178, 'manuálna', 'LPG', 'zelená', 37),
('Pontiac', 'Solstice', 'Kabrio', 2.5, 190, 'manuálna', 'benzín', 'oranžová', 32),
('Pontiac', 'Montana SV6', 'Van/Minivan', 2.9, 148, 'manuálna', 'LPG', 'žltá', 67),
('Pontiac', 'Montana SV6', 'Van/Minivan', 3.3, 156, 'manuálna', 'LPG', 'tmavomodrá', 88),
('Pontiac', 'Montana SV6', 'Van/Minivan', 3.5, 159, 'automatická', 'diesel', 'zelená', 49),
('Pontiac', 'Montana SV6', 'Van/Minivan', 2.3, 130, 'manuálna', 'LPG', 'bordová', 35),
('Pontiac', 'Montana SV6', 'Van/Minivan', 3.1, 198, 'manuálna', 'benzín', 'sivá', 24),
('Pontiac', 'Montana', 'Van/Minivan', 2.1, 116, 'manuálna', 'benzín', 'bordová', 111),
('Pontiac', 'Montana', 'Van/Minivan', 3.3, 104, 'manuálna', 'benzín', 'strieborná', 45),
('Pontiac', 'Montana', 'Van/Minivan', 2.7, 126, 'manuálna', 'benzín', 'èierna', 21),
('Pontiac', 'Montana', 'Van/Minivan', 2.9, 177, 'manuálna', 'LPG', 'modrá', 52),
('Pontiac', 'Montana', 'Van/Minivan', 2.1, 183, 'automatická', 'LPG', 'bordová', 93),
('Pontiac', 'LeMans', 'Hatchback', 2.7, 210, 'automatická', 'LPG', 'strieborná', 88),
('Pontiac', 'LeMans', 'Hatchback', 3.5, 241, 'manuálna', 'diesel', 'strieborná', 41),
('Pontiac', 'LeMans', 'Hatchback', 3.2, 234, 'manuálna', 'LPG', 'modrá', 60),
('Pontiac', 'LeMans', 'Hatchback', 3, 101, 'manuálna', 'benzín', 'karbónová', 40),
('Pontiac', 'LeMans', 'Hatchback', 3.5, 119, 'automatická', 'benzín', 'zlatá', 73),
('Pontiac', 'GTO', 'Coupe', 2.1, 118, 'manuálna', 'benzín', 'zlatá', 63),
('Pontiac', 'GTO', 'Coupe', 2, 89, 'manuálna', 'benzín', 'modrá', 115),
('Pontiac', 'GTO', 'Coupe', 2.7, 243, 'manuálna', 'diesel', 'karbónová', 49),
('Pontiac', 'GTO', 'Coupe', 3, 192, 'automatická', 'benzín', 'oranžová', 49),
('Pontiac', 'GTO', 'Coupe', 2, 240, 'automatická', 'LPG', 'sivá', 36),
('Pontiac', 'Grand Prix', 'Coupe', 3.5, 187, 'automatická', 'LPG', 'bordová', 34),
('Pontiac', 'Grand Prix', 'Coupe', 3.2, 280, 'automatická', 'diesel', 'èierna', 82),
('Pontiac', 'Grand Prix', 'Coupe', 2.3, 148, 'manuálna', 'LPG', 'biela', 33),
('Pontiac', 'Grand Prix', 'Coupe', 2.5, 141, 'manuálna', 'benzín', 'oranžová', 46),
('Pontiac', 'Grand Prix', 'Coupe', 2.7, 91, 'automatická', 'diesel', 'zelená', 85),
('Pontiac', 'Grand Am', 'Sedan', 2.2, 194, 'automatická', 'LPG', 'oranžová', 53),
('Pontiac', 'Grand Am', 'Sedan', 2.9, 96, 'automatická', 'benzín', 'bronzová', 119),
('Pontiac', 'Grand Am', 'Sedan', 2.3, 262, 'manuálna', 'LPG', 'strieborná', 116),
('Pontiac', 'Grand Am', 'Sedan', 3, 185, 'manuálna', 'diesel', 'èierna', 48),
('Pontiac', 'Grand Am', 'Sedan', 2, 176, 'manuálna', 'benzín', 'èierna', 21),
('Pontiac', 'G8', 'Sedan', 2.6, 240, 'automatická', 'benzín', 'bronzová', 71),
('Pontiac', 'G8', 'Sedan', 2.8, 95, 'automatická', 'LPG', 'modrá', 32),
('Pontiac', 'G8', 'Sedan', 2.3, 155, 'automatická', 'benzín', 'zelená', 110),
('Pontiac', 'G8', 'Sedan', 3.4, 261, 'automatická', 'diesel', 'èervená', 88),
('Pontiac', 'G8', 'Sedan', 2, 219, 'automatická', 'benzín', 'tmavomodrá', 25),
('Pontiac', 'G6 (2009.5)', 'Coupe', 2.9, 135, 'automatická', 'LPG', 'karbónová', 110),
('Pontiac', 'G6 (2009.5)', 'Coupe', 3.2, 192, 'automatická', 'diesel', 'zlatá', 48),
('Pontiac', 'G6 (2009.5)', 'Coupe', 3.6, 168, 'automatická', 'diesel', 'zlatá', 101),
('Pontiac', 'G6 (2009.5)', 'Coupe', 2.7, 254, 'automatická', 'benzín', 'biela', 71),
('Pontiac', 'G6 (2009.5)', 'Coupe', 2.5, 204, 'manuálna', 'LPG', 'strieborná', 96),
('Pontiac', 'G6', 'Sedan', 3.3, 256, 'manuálna', 'LPG', 'bronzová', 79),
('Pontiac', 'G6', 'Sedan', 2.7, 252, 'automatická', 'LPG', 'bronzová', 38),
('Pontiac', 'G6', 'Sedan', 3.4, 85, 'automatická', 'LPG', 'biela', 52),
('Pontiac', 'G6', 'Sedan', 2.3, 192, 'automatická', 'benzín', 'tmavomodrá', 86),
('Pontiac', 'G6', 'Sedan', 3.1, 98, 'automatická', 'LPG', 'žltá', 67),
('Pontiac', 'G5', 'Coupe', 2.6, 265, 'automatická', 'benzín', 'èierna', 53),
('Pontiac', 'G5', 'Coupe', 2.5, 128, 'automatická', 'benzín', 'karbónová', 113),
('Pontiac', 'G5', 'Coupe', 2.3, 103, 'manuálna', 'LPG', 'biela', 54),
('Pontiac', 'G5', 'Coupe', 2.1, 137, 'automatická', 'benzín', 'zlatá', 60),
('Pontiac', 'G5', 'Coupe', 2.6, 103, 'manuálna', 'LPG', 'biela', 109),
('Pontiac', 'G3', 'Hatchback', 2.7, 271, 'automatická', 'LPG', 'èervená', 110),
('Pontiac', 'G3', 'Hatchback', 2.2, 90, 'manuálna', 'benzín', 'žltá', 106),
('Pontiac', 'G3', 'Hatchback', 3.1, 162, 'automatická', 'diesel', 'oranžová', 89),
('Pontiac', 'G3', 'Hatchback', 3.2, 272, 'automatická', 'diesel', 'oranžová', 75),
('Pontiac', 'G3', 'Hatchback', 2.4, 223, 'automatická', 'diesel', 'èervená', 56),
('Pontiac', 'Firebird', 'Hatchback', 2.4, 146, 'automatická', 'diesel', 'biela', 82),
('Pontiac', 'Firebird', 'Hatchback', 2.9, 163, 'automatická', 'benzín', 'hnedá', 55),
('Pontiac', 'Firebird', 'Hatchback', 2.6, 184, 'automatická', 'diesel', 'zelená', 42),
('Pontiac', 'Firebird', 'Hatchback', 3, 226, 'automatická', 'benzín', 'biela', 51),
('Pontiac', 'Firebird', 'Hatchback', 2.5, 242, 'manuálna', 'diesel', 'bronzová', 104),
('Pontiac', 'Bonneville', 'Sedan', 2, 245, 'manuálna', 'benzín', 'bronzová', 46),
('Pontiac', 'Bonneville', 'Sedan', 3.2, 240, 'manuálna', 'LPG', 'karbónová', 74),
('Pontiac', 'Bonneville', 'Sedan', 3.2, 88, 'automatická', 'diesel', 'èierna', 64),
('Pontiac', 'Bonneville', 'Sedan', 3, 259, 'manuálna', 'LPG', 'èierna', 37),
('Pontiac', 'Bonneville', 'Sedan', 2.3, 102, 'automatická', 'diesel', 'zlatá', 73),
('Pontiac', 'Aztek', 'SUV', 3, 157, 'automatická', 'benzín', 'tmavomodrá', 116),
('Pontiac', 'Aztek', 'SUV', 2.7, 188, 'manuálna', 'LPG', 'èierna', 90),
('Pontiac', 'Aztek', 'SUV', 2.3, 127, 'automatická', 'benzín', 'karbónová', 35),
('Pontiac', 'Aztek', 'SUV', 2.2, 162, 'manuálna', 'benzín', 'tyrkysová', 80),
('Pontiac', 'Aztek', 'SUV', 3.5, 143, 'manuálna', 'diesel', 'bronzová', 114),
('Plymouth', 'Voyager', 'Van/Minivan', 3.4, 149, 'automatická', 'benzín', 'žltá', 53),
('Plymouth', 'Voyager', 'Van/Minivan', 3, 101, 'automatická', 'benzín', 'zelená', 72),
('Plymouth', 'Voyager', 'Van/Minivan', 2.7, 190, 'automatická', 'diesel', 'strieborná', 111),
('Plymouth', 'Voyager', 'Van/Minivan', 3.4, 201, 'automatická', 'LPG', 'žltá', 58),
('Plymouth', 'Voyager', 'Van/Minivan', 3.4, 149, 'manuálna', 'LPG', 'tmavomodrá', 109),
('Plymouth', 'Sundance', 'Hatchback', 2.9, 115, 'manuálna', 'benzín', 'karbónová', 50),
('Plymouth', 'Sundance', 'Hatchback', 2.4, 136, 'automatická', 'diesel', 'bronzová', 95),
('Plymouth', 'Sundance', 'Hatchback', 2.8, 80, 'automatická', 'benzín', 'tmavomodrá', 55),
('Plymouth', 'Sundance', 'Hatchback', 2.2, 177, 'manuálna', 'diesel', 'oranžová', 118),
('Plymouth', 'Sundance', 'Hatchback', 2.6, 97, 'manuálna', 'diesel', 'zlatá', 120),
('Plymouth', 'Prowler', 'Kabrio', 2, 126, 'manuálna', 'LPG', 'tyrkysová', 91),
('Plymouth', 'Prowler', 'Kabrio', 2.3, 278, 'manuálna', 'benzín', 'karbónová', 112),
('Plymouth', 'Prowler', 'Kabrio', 3.2, 198, 'automatická', 'diesel', 'zlatá', 46),
('Plymouth', 'Prowler', 'Kabrio', 2.1, 245, 'manuálna', 'LPG', 'zlatá', 40),
('Plymouth', 'Prowler', 'Kabrio', 2.5, 147, 'manuálna', 'benzín', 'žltá', 119),
('Plymouth', 'Neon', 'Sedan', 3, 276, 'automatická', 'benzín', 'èierna', 32),
('Plymouth', 'Neon', 'Sedan', 2.2, 219, 'manuálna', 'diesel', 'zelená', 86),
('Plymouth', 'Neon', 'Sedan', 3, 243, 'manuálna', 'diesel', 'tyrkysová', 103),
('Plymouth', 'Neon', 'Sedan', 3.4, 167, 'automatická', 'LPG', 'karbónová', 114),
('Plymouth', 'Neon', 'Sedan', 2.7, 175, 'manuálna', 'LPG', 'karbónová', 32),
('Plymouth', 'Laser', 'Hatchback', 2.5, 175, 'manuálna', 'benzín', 'karbónová', 42),
('Plymouth', 'Laser', 'Hatchback', 3.4, 193, 'manuálna', 'benzín', 'žltá', 115),
('Plymouth', 'Laser', 'Hatchback', 3, 112, 'automatická', 'benzín', 'tyrkysová', 71),
('Plymouth', 'Laser', 'Hatchback', 2.9, 165, 'automatická', 'LPG', 'bronzová', 72),
('Plymouth', 'Laser', 'Hatchback', 2.5, 190, 'manuálna', 'diesel', 'karbónová', 74),
('Plymouth', 'Grand Voyager', 'Van/Minivan', 2.3, 168, 'manuálna', 'benzín', 'sivá', 22),
('Plymouth', 'Grand Voyager', 'Van/Minivan', 2.3, 115, 'manuálna', 'LPG', 'tyrkysová', 94),
('Plymouth', 'Grand Voyager', 'Van/Minivan', 2.4, 102, 'manuálna', 'LPG', 'bronzová', 37),
('Plymouth', 'Grand Voyager', 'Van/Minivan', 2.8, 150, 'manuálna', 'diesel', 'èervená', 82),
('Plymouth', 'Grand Voyager', 'Van/Minivan', 2.5, 279, 'manuálna', 'diesel', 'strieborná', 94),
('Plymouth', 'Colt Vista', 'Kombi', 2.4, 201, 'automatická', 'LPG', 'oranžová', 56),
('Plymouth', 'Colt Vista', 'Kombi', 3.6, 120, 'manuálna', 'diesel', 'modrá', 109),
('Plymouth', 'Colt Vista', 'Kombi', 2.5, 201, 'manuálna', 'diesel', 'sivá', 110),
('Plymouth', 'Colt Vista', 'Kombi', 2.5, 216, 'manuálna', 'LPG', 'žltá', 87),
('Plymouth', 'Colt Vista', 'Kombi', 3.1, 100, 'manuálna', 'LPG', 'bronzová', 79),
('Plymouth', 'Colt', 'Hatchback', 2.3, 157, 'automatická', 'diesel', 'žltá', 55),
('Plymouth', 'Colt', 'Hatchback', 2.2, 268, 'manuálna', 'diesel', 'žltá', 120),
('Plymouth', 'Colt', 'Hatchback', 3.1, 217, 'automatická', 'LPG', 'oranžová', 24),
('Plymouth', 'Colt', 'Hatchback', 2.3, 245, 'manuálna', 'LPG', 'biela', 92),
('Plymouth', 'Colt', 'Hatchback', 2.8, 152, 'manuálna', 'benzín', 'èervená', 20),
('Plymouth', 'Breeze', 'Sedan', 2.3, 129, 'manuálna', 'LPG', 'žltá', 97),
('Plymouth', 'Breeze', 'Sedan', 2.5, 108, 'manuálna', 'diesel', 'tyrkysová', 90),
('Plymouth', 'Breeze', 'Sedan', 3.2, 163, 'manuálna', 'LPG', 'strieborná', 94),
('Plymouth', 'Breeze', 'Sedan', 2.5, 232, 'automatická', 'diesel', 'biela', 95),
('Plymouth', 'Breeze', 'Sedan', 2.8, 257, 'automatická', 'LPG', 'bordová', 36),
('Plymouth', 'Acclaim', 'Sedan', 3.5, 87, 'manuálna', 'diesel', 'zlatá', 20),
('Plymouth', 'Acclaim', 'Sedan', 3.3, 129, 'manuálna', 'diesel', 'žltá', 111),
('Plymouth', 'Acclaim', 'Sedan', 2.1, 178, 'manuálna', 'LPG', 'tmavomodrá', 65),
('Plymouth', 'Acclaim', 'Sedan', 2.7, 266, 'manuálna', 'LPG', 'tmavomodrá', 23),
('Plymouth', 'Acclaim', 'Sedan', 2.7, 237, 'manuálna', 'LPG', 'tyrkysová', 27),
('Panoz', 'Esperante', 'Coupe', 2.8, 130, 'manuálna', 'diesel', 'karbónová', 60),
('Panoz', 'Esperante', 'Coupe', 2.2, 138, 'manuálna', 'LPG', 'bordová', 50),
('Panoz', 'Esperante', 'Coupe', 3.2, 80, 'manuálna', 'diesel', 'oranžová', 55),
('Panoz', 'Esperante', 'Coupe', 3.4, 198, 'automatická', 'LPG', 'oranžová', 85),
('Panoz', 'Esperante', 'Coupe', 3.3, 276, 'automatická', 'benzín', 'bronzová', 25),
('Oldsmobile', 'Toronado', 'Coupe', 2.2, 274, 'manuálna', 'LPG', 'èervená', 104),
('Oldsmobile', 'Toronado', 'Coupe', 2, 277, 'automatická', 'LPG', 'žltá', 61),
('Oldsmobile', 'Toronado', 'Coupe', 3.4, 163, 'automatická', 'LPG', 'bronzová', 108),
('Oldsmobile', 'Toronado', 'Coupe', 3.3, 222, 'automatická', 'diesel', 'hnedá', 92),
('Oldsmobile', 'Toronado', 'Coupe', 3.3, 214, 'manuálna', 'benzín', 'tyrkysová', 111),
('Oldsmobile', 'Silhouette', 'Van/Minivan', 2.4, 264, 'manuálna', 'diesel', 'tyrkysová', 35),
('Oldsmobile', 'Silhouette', 'Van/Minivan', 2.5, 181, 'automatická', 'benzín', 'bronzová', 105),
('Oldsmobile', 'Silhouette', 'Van/Minivan', 3.3, 130, 'automatická', 'diesel', 'èierna', 82),
('Oldsmobile', 'Silhouette', 'Van/Minivan', 2.6, 131, 'automatická', 'diesel', 'tmavomodrá', 50),
('Oldsmobile', 'Silhouette', 'Van/Minivan', 3.3, 143, 'manuálna', 'LPG', 'biela', 33),
('Oldsmobile', 'Regency', 'Sedan', 3.2, 246, 'automatická', 'diesel', 'bordová', 64),
('Oldsmobile', 'Regency', 'Sedan', 3.1, 116, 'manuálna', 'diesel', 'karbónová', 86),
('Oldsmobile', 'Regency', 'Sedan', 2.8, 203, 'manuálna', 'LPG', 'žltá', 80),
('Oldsmobile', 'Regency', 'Sedan', 3, 160, 'automatická', 'diesel', 'karbónová', 26),
('Oldsmobile', 'Regency', 'Sedan', 3.5, 113, 'automatická', 'diesel', 'žltá', 52),
('Oldsmobile', 'LSS', 'Sedan', 3, 97, 'automatická', 'benzín', 'èierna', 37),
('Oldsmobile', 'LSS', 'Sedan', 3.1, 213, 'automatická', 'diesel', 'žltá', 58),
('Oldsmobile', 'LSS', 'Sedan', 2.4, 207, 'automatická', 'benzín', 'sivá', 29),
('Oldsmobile', 'LSS', 'Sedan', 3, 172, 'manuálna', 'diesel', 'bronzová', 55),
('Oldsmobile', 'LSS', 'Sedan', 2.1, 82, 'manuálna', 'diesel', 'žltá', 100),
('Oldsmobile', 'Intrigue', 'Sedan', 2.9, 186, 'automatická', 'LPG', 'èervená', 120),
('Oldsmobile', 'Intrigue', 'Sedan', 3.2, 203, 'manuálna', 'LPG', 'oranžová', 60),
('Oldsmobile', 'Intrigue', 'Sedan', 2.2, 176, 'manuálna', 'diesel', 'hnedá', 61),
('Oldsmobile', 'Intrigue', 'Sedan', 2.2, 204, 'manuálna', 'LPG', 'tyrkysová', 107),
('Oldsmobile', 'Intrigue', 'Sedan', 3.4, 197, 'automatická', 'diesel', 'modrá', 88),
('Oldsmobile', 'Cutlass Supreme', 'Sedan', 2.6, 275, 'manuálna', 'LPG', 'tyrkysová', 117),
('Oldsmobile', 'Cutlass Supreme', 'Sedan', 2.7, 134, 'manuálna', 'benzín', 'èervená', 52),
('Oldsmobile', 'Cutlass Supreme', 'Sedan', 2.1, 140, 'automatická', 'diesel', 'sivá', 70),
('Oldsmobile', 'Cutlass Supreme', 'Sedan', 2.6, 168, 'manuálna', 'LPG', 'hnedá', 65),
('Oldsmobile', 'Cutlass Supreme', 'Sedan', 2.6, 149, 'manuálna', 'LPG', 'hnedá', 72),
('Oldsmobile', 'Cutlass Cruiser', 'Kombi', 3.3, 173, 'manuálna', 'diesel', 'žltá', 46),
('Oldsmobile', 'Cutlass Cruiser', 'Kombi', 3.3, 143, 'manuálna', 'benzín', 'èervená', 77),
('Oldsmobile', 'Cutlass Cruiser', 'Kombi', 2.1, 216, 'automatická', 'diesel', 'modrá', 83),
('Oldsmobile', 'Cutlass Cruiser', 'Kombi', 3.5, 136, 'manuálna', 'benzín', 'zelená', 65),
('Oldsmobile', 'Cutlass Cruiser', 'Kombi', 2.9, 133, 'automatická', 'diesel', 'biela', 21),
('Oldsmobile', 'Cutlass Ciera', 'Sedan', 3.3, 197, 'manuálna', 'LPG', 'èervená', 45),
('Oldsmobile', 'Cutlass Ciera', 'Sedan', 3.2, 135, 'automatická', 'LPG', 'žltá', 116),
('Oldsmobile', 'Cutlass Ciera', 'Sedan', 2.6, 125, 'automatická', 'diesel', 'tyrkysová', 56),
('Oldsmobile', 'Cutlass Ciera', 'Sedan', 3.6, 128, 'automatická', 'LPG', 'oranžová', 55),
('Oldsmobile', 'Cutlass Ciera', 'Sedan', 2.4, 195, 'automatická', 'benzín', 'sivá', 22),
('Oldsmobile', 'Cutlass', 'Sedan', 2.5, 88, 'manuálna', 'diesel', 'zelená', 99),
('Oldsmobile', 'Cutlass', 'Sedan', 3.2, 128, 'manuálna', 'diesel', 'karbónová', 29),
('Oldsmobile', 'Cutlass', 'Sedan', 3.1, 166, 'automatická', 'diesel', 'zelená', 57),
('Oldsmobile', 'Cutlass', 'Sedan', 2.9, 154, 'automatická', 'LPG', 'biela', 21),
('Oldsmobile', 'Cutlass', 'Sedan', 2.5, 162, 'automatická', 'diesel', 'èierna', 117),
('Oldsmobile', 'Custom Cruiser', 'Kombi', 2.3, 133, 'automatická', 'LPG', 'hnedá', 43),
('Oldsmobile', 'Custom Cruiser', 'Kombi', 3.2, 162, 'manuálna', 'diesel', 'hnedá', 43),
('Oldsmobile', 'Custom Cruiser', 'Kombi', 3.2, 154, 'automatická', 'LPG', 'tyrkysová', 36),
('Oldsmobile', 'Custom Cruiser', 'Kombi', 2.5, 210, 'automatická', 'diesel', 'sivá', 61),
('Oldsmobile', 'Custom Cruiser', 'Kombi', 2.5, 114, 'manuálna', 'benzín', 'tmavomodrá', 40),
('Oldsmobile', 'Ciera', 'Sedan', 3.5, 274, 'automatická', 'benzín', 'tyrkysová', 96),
('Oldsmobile', 'Ciera', 'Sedan', 3.2, 189, 'automatická', 'LPG', 'bordová', 55),
('Oldsmobile', 'Ciera', 'Sedan', 2.6, 162, 'manuálna', 'LPG', 'strieborná', 26),
('Oldsmobile', 'Ciera', 'Sedan', 3.3, 130, 'manuálna', 'LPG', 'bronzová', 87),
('Oldsmobile', 'Ciera', 'Sedan', 2.9, 115, 'automatická', 'benzín', 'modrá', 97),
('Oldsmobile', 'Bravada', 'SUV', 2.5, 210, 'automatická', 'benzín', 'èierna', 83),
('Oldsmobile', 'Bravada', 'SUV', 2.2, 211, 'manuálna', 'LPG', 'modrá', 60),
('Oldsmobile', 'Bravada', 'SUV', 3, 80, 'automatická', 'diesel', 'sivá', 60),
('Oldsmobile', 'Bravada', 'SUV', 2.9, 125, 'manuálna', 'LPG', 'èierna', 40),
('Oldsmobile', 'Bravada', 'SUV', 2.7, 257, 'manuálna', 'benzín', 'oranžová', 81),
('Oldsmobile', 'Aurora', 'Sedan', 3.3, 241, 'automatická', 'benzín', 'hnedá', 105),
('Oldsmobile', 'Aurora', 'Sedan', 3.5, 270, 'automatická', 'LPG', 'zlatá', 37),
('Oldsmobile', 'Aurora', 'Sedan', 2.1, 171, 'manuálna', 'diesel', 'zelená', 76),
('Oldsmobile', 'Aurora', 'Sedan', 3, 265, 'manuálna', 'benzín', 'žltá', 91),
('Oldsmobile', 'Aurora', 'Sedan', 3.2, 185, 'manuálna', 'benzín', 'biela', 20),
('Oldsmobile', 'Alero', 'Sedan', 3, 205, 'automatická', 'diesel', 'èierna', 111),
('Oldsmobile', 'Alero', 'Sedan', 2.1, 279, 'manuálna', 'diesel', 'sivá', 68),
('Oldsmobile', 'Alero', 'Sedan', 3.1, 140, 'manuálna', 'benzín', 'oranžová', 91),
('Oldsmobile', 'Alero', 'Sedan', 2.9, 182, 'automatická', 'LPG', 'tmavomodrá', 47),
('Oldsmobile', 'Alero', 'Sedan', 2.1, 261, 'manuálna', 'LPG', 'èierna', 82),
('Oldsmobile', 'Achieva', 'Sedan', 2.8, 276, 'manuálna', 'diesel', 'zlatá', 45),
('Oldsmobile', 'Achieva', 'Sedan', 3.3, 239, 'manuálna', 'LPG', 'zlatá', 76),
('Oldsmobile', 'Achieva', 'Sedan', 3.5, 89, 'automatická', 'LPG', 'oranžová', 50),
('Oldsmobile', 'Achieva', 'Sedan', 2.3, 269, 'automatická', 'benzín', 'zelená', 39),
('Oldsmobile', 'Achieva', 'Sedan', 2.7, 228, 'automatická', 'diesel', 'hnedá', 92),
('Oldsmobile', '98', 'Sedan', 2.8, 95, 'automatická', 'LPG', 'karbónová', 51),
('Oldsmobile', '98', 'Sedan', 3, 174, 'automatická', 'diesel', 'tmavomodrá', 50),
('Oldsmobile', '98', 'Sedan', 3.2, 185, 'automatická', 'benzín', 'tyrkysová', 87),
('Oldsmobile', '98', 'Sedan', 3.1, 147, 'automatická', 'benzín', 'zelená', 51),
